ride_id,rider_id,driver_id,ride_date,pickup_location,drop_location,distance_km,ride_status,pickup_time,dropoff_time
514,95,389,2025-05-05 07:33:34,"Ameerpet, Hyderabad","Secunderabad, Hyderabad",11.88,Cancelled,2025-05-06 05:55:34,2025-05-06 06:19:19.600
515,586,305,2025-05-30 20:31:23,"Colaba, Mumbai","Bandra, Mumbai",18.24,Completed,2025-05-31 03:42:23,2025-05-31 04:18:51.800
516,469,182,2025-04-28 22:58:03,"Lajpat Nagar, Delhi","Connaught Place, Delhi",6.14,Completed,2025-04-29 04:05:03,2025-04-29 04:17:19.800
517,2,348,2026-01-13 00:52:30,"Vasant Kunj, Delhi","Saket, Delhi",6.57,Completed,2026-01-13 14:52:30,2026-01-13 15:05:38.400
518,127,156,2025-11-26 10:29:18,"Yelahanka, Bangalore","Indiranagar, Bangalore",9.13,Completed,2025-11-26 13:40:18,2025-11-26 13:58:33.600
519,344,327,2025-05-23 05:12:43,"Connaught Place, Delhi","Rajouri Garden, Delhi",4.25,Completed,2025-05-24 02:36:43,2025-05-24 02:46:43.000
520,424,71,2025-07-31 19:22:47,"Gachibowli, Hyderabad","Banjara Hills, Hyderabad",9.92,Completed,2025-08-01 13:42:47,2025-08-01 14:02:37.400
521,353,213,2025-03-25 22:37:50,"Indiranagar, Bangalore","Yelahanka, Bangalore",21.7,Cancelled,2025-03-26 07:38:50,2025-03-26 08:22:14.000
522,265,152,2025-03-04 11:33:38,"Koramangala, Bangalore","Yelahanka, Bangalore",10.11,Completed,2025-03-04 19:30:38,2025-03-04 19:50:51.200
523,209,16,2025-10-22 18:47:22,"Hebbal, Bangalore","Yelahanka, Bangalore",7.53,Cancelled,2025-10-23 14:32:22,2025-10-23 14:47:25.600
524,462,313,2026-02-03 19:41:13,"Lajpat Nagar, Delhi","Karol Bagh, Delhi",5.66,Completed,2026-02-04 03:34:13,2026-02-04 03:45:32.200
525,450,34,2026-01-16 20:05:49,"Gachibowli, Hyderabad","Banjara Hills, Hyderabad",2.37,Completed,2026-01-16 22:40:49,2026-01-16 22:50:49.000
526,124,375,2025-05-06 18:19:43,"Hitech City, Hyderabad","Ameerpet, Hyderabad",20.64,Completed,2025-05-06 22:52:43,2025-05-06 23:33:59.800
527,9,178,2025-06-22 13:24:46,"Rajouri Garden, Delhi","Karol Bagh, Delhi",11.58,Cancelled,2025-06-23 07:17:46,2025-06-23 07:40:55.600
528,527,90,2025-06-19 03:24:59,"Andheri, Mumbai","Dadar, Mumbai",10.68,Cancelled,2025-06-20 00:58:59,2025-06-20 01:20:20.600
529,265,240,2025-07-07 08:35:47,"Vasant Kunj, Delhi","Connaught Place, Delhi",22.2,Completed,2025-07-08 07:52:47,2025-07-08 08:37:11.000
530,234,198,2025-05-05 12:17:15,"Colaba, Mumbai","Andheri, Mumbai",24.86,Completed,2025-05-05 23:51:15,2025-05-06 00:40:58.200
531,576,6,2025-03-14 17:22:36,"Rajouri Garden, Delhi","Dwarka, Delhi",8.28,Completed,2025-03-14 23:32:36,2025-03-14 23:49:09.600
532,30,231,2025-11-25 18:32:41,"Powai, Mumbai","Juhu, Mumbai",24.56,Completed,2025-11-26 04:45:41,2025-11-26 05:34:48.200
533,19,293,2025-10-10 20:19:27,"Vasant Kunj, Delhi","Dwarka, Delhi",23.09,Completed,2025-10-11 11:30:27,2025-10-11 12:16:37.800
534,469,205,2025-09-10 13:03:59,"Gachibowli, Hyderabad","Madhapur, Hyderabad",1.89,Cancelled,2025-09-10 20:06:59,2025-09-10 20:16:59.000
535,349,233,2025-03-07 01:17:39,"Whitefield, Bangalore","Koramangala, Bangalore",19.17,Completed,2025-03-07 05:21:39,2025-03-07 05:59:59.400
536,329,13,2025-07-29 11:05:02,"Dwarka, Delhi","Lajpat Nagar, Delhi",3.3,Completed,2025-07-30 08:49:02,2025-07-30 08:59:02.000
537,356,165,2025-03-25 23:35:59,"Hebbal, Bangalore","Whitefield, Bangalore",8.36,Cancelled,2025-03-26 00:25:59,2025-03-26 00:42:42.200
538,198,254,2025-07-12 17:44:37,"Dadar, Mumbai","Andheri, Mumbai",24.4,Cancelled,2025-07-13 07:24:37,2025-07-13 08:13:25.000
539,338,155,2026-01-31 11:45:57,"Aundh, Pune","Hadapsar, Pune",7.34,Completed,2026-01-31 12:43:57,2026-01-31 12:58:37.800
540,145,391,2026-02-13 01:48:55,"Shivajinagar, Pune","Kalyani Nagar, Pune",8.85,Cancelled,2026-02-14 00:42:55,2026-02-14 01:00:37.000
541,225,346,2025-08-14 17:59:32,"Bandra, Mumbai","Powai, Mumbai",19.28,Completed,2025-08-15 01:37:32,2025-08-15 02:16:05.600
542,263,226,2025-09-07 03:44:56,"Jayanagar, Bangalore","Indiranagar, Bangalore",4.98,Cancelled,2025-09-07 15:23:56,2025-09-07 15:33:56.000
543,43,211,2025-12-04 08:32:14,"Hinjewadi, Pune","Viman Nagar, Pune",20.47,Completed,2025-12-05 05:17:14,2025-12-05 05:58:10.400
544,568,299,2025-12-29 09:38:28,"Lajpat Nagar, Delhi","Karol Bagh, Delhi",24.78,Cancelled,2025-12-29 19:57:28,2025-12-29 20:47:01.600
545,167,138,2025-04-11 13:25:21,"Bandra, Mumbai","Powai, Mumbai",7.05,Completed,2025-04-11 23:25:21,2025-04-11 23:39:27.000
546,437,215,2025-07-08 17:17:38,"Indiranagar, Bangalore","Whitefield, Bangalore",17.92,Completed,2025-07-09 07:57:38,2025-07-09 08:33:28.400
547,218,250,2026-01-02 06:14:21,"Kukatpally, Hyderabad","Hitech City, Hyderabad",13.46,Completed,2026-01-03 03:56:21,2026-01-03 04:23:16.200
548,115,41,2025-12-20 08:36:55,"Banjara Hills, Hyderabad","Kukatpally, Hyderabad",15.87,Completed,2025-12-20 20:17:55,2025-12-20 20:49:39.400
549,41,376,2025-06-23 04:39:56,"Powai, Mumbai","Bandra, Mumbai",1.26,Completed,2025-06-23 15:03:56,2025-06-23 15:13:56.000
550,59,290,2025-07-04 19:03:22,"Bandra, Mumbai","Andheri, Mumbai",23.39,Completed,2025-07-04 23:00:22,2025-07-04 23:47:08.800
551,43,47,2025-04-07 00:37:41,"Banjara Hills, Hyderabad","Madhapur, Hyderabad",9.99,Completed,2025-04-07 04:48:41,2025-04-07 05:08:39.800
552,184,82,2025-11-17 02:21:51,"Whitefield, Bangalore","Indiranagar, Bangalore",17.41,Completed,2025-11-17 23:14:51,2025-11-17 23:49:40.200
553,527,382,2025-12-13 10:05:04,"MG Road, Bangalore","Jayanagar, Bangalore",24.35,Completed,2025-12-14 07:58:04,2025-12-14 08:46:46.000
554,298,126,2025-05-14 16:51:41,"Juhu, Mumbai","Andheri, Mumbai",11.55,Completed,2025-05-15 13:49:41,2025-05-15 14:12:47.000
555,375,99,2025-04-13 08:38:49,"Aundh, Pune","Viman Nagar, Pune",5.46,Completed,2025-04-14 05:04:49,2025-04-14 05:15:44.200
556,250,255,2025-03-27 03:55:41,"Karol Bagh, Delhi","Saket, Delhi",13.14,Completed,2025-03-27 15:55:41,2025-03-27 16:21:57.800
557,451,169,2025-07-20 15:01:22,"Juhu, Mumbai","Colaba, Mumbai",1.92,Completed,2025-07-20 20:53:22,2025-07-20 21:03:22.000
558,224,287,2026-02-05 05:35:07,"Lajpat Nagar, Delhi","Dwarka, Delhi",9.68,Completed,2026-02-05 23:52:07,2026-02-06 00:11:28.600
559,199,339,2025-07-25 15:31:24,"Andheri, Mumbai","Juhu, Mumbai",1.13,Completed,2025-07-26 09:26:24,2025-07-26 09:36:24.000
560,449,294,2025-06-04 16:47:23,"Ameerpet, Hyderabad","Kukatpally, Hyderabad",19.02,Completed,2025-06-04 20:27:23,2025-06-04 21:05:25.400
561,246,20,2025-03-13 01:04:04,"Hitech City, Hyderabad","Madhapur, Hyderabad",4.18,Cancelled,2025-03-13 05:01:04,2025-03-13 05:11:04.000
562,291,154,2025-12-24 03:20:20,"Viman Nagar, Pune","Shivajinagar, Pune",16.64,Cancelled,2025-12-24 09:58:20,2025-12-24 10:31:36.800
563,217,52,2025-08-18 02:50:14,"Rajouri Garden, Delhi","Vasant Kunj, Delhi",1.78,Completed,2025-08-19 02:49:14,2025-08-19 02:59:14.000
564,10,254,2025-03-07 17:37:02,"Gachibowli, Hyderabad","Hitech City, Hyderabad",10.18,Completed,2025-03-08 14:58:02,2025-03-08 15:18:23.600
565,467,29,2025-03-23 13:20:46,"Hebbal, Bangalore","Koramangala, Bangalore",16.03,Completed,2025-03-24 12:33:46,2025-03-24 13:05:49.600
566,438,82,2025-09-28 13:24:29,"Shivajinagar, Pune","Viman Nagar, Pune",9.73,Cancelled,2025-09-28 13:45:29,2025-09-28 14:04:56.600
567,500,56,2025-12-20 04:09:45,"Rajouri Garden, Delhi","Saket, Delhi",16.83,Completed,2025-12-20 12:39:45,2025-12-20 13:13:24.600
568,15,241,2025-10-05 06:52:45,"MG Road, Bangalore","Hebbal, Bangalore",8.19,Completed,2025-10-05 15:50:45,2025-10-05 16:07:07.800
569,89,71,2025-06-10 15:07:02,"Shivajinagar, Pune","Aundh, Pune",13.52,Cancelled,2025-06-11 05:35:02,2025-06-11 06:02:04.400
570,582,312,2025-03-02 11:30:19,"Saket, Delhi","Vasant Kunj, Delhi",5.33,Completed,2025-03-03 05:31:19,2025-03-03 05:41:58.600
571,163,390,2025-06-28 16:34:47,"Juhu, Mumbai","Andheri, Mumbai",22.16,Completed,2025-06-29 07:51:47,2025-06-29 08:36:06.200
572,331,35,2025-03-10 05:23:12,"Madhapur, Hyderabad","Hitech City, Hyderabad",3.34,Completed,2025-03-10 17:53:12,2025-03-10 18:03:12.000
573,241,175,2025-07-27 22:30:00,"Hitech City, Hyderabad","Secunderabad, Hyderabad",5.61,Completed,2025-07-28 22:01:00,2025-07-28 22:12:13.200
574,366,251,2025-07-06 04:57:54,"Koramangala, Bangalore","Hebbal, Bangalore",15.86,Cancelled,2025-07-06 09:46:54,2025-07-06 10:18:37.200
575,139,192,2026-01-17 16:04:36,"Andheri, Mumbai","Juhu, Mumbai",1.05,Completed,2026-01-18 06:15:36,2026-01-18 06:25:36.000
576,538,195,2025-06-02 19:07:54,"Aundh, Pune","Hinjewadi, Pune",14.64,Completed,2025-06-03 13:02:54,2025-06-03 13:32:10.800
577,33,295,2025-07-29 11:15:40,"Colaba, Mumbai","Juhu, Mumbai",8.59,Completed,2025-07-30 10:36:40,2025-07-30 10:53:50.800
578,484,109,2025-11-03 02:50:09,"Banjara Hills, Hyderabad","Madhapur, Hyderabad",23.27,Cancelled,2025-11-03 03:07:09,2025-11-03 03:53:41.400
579,155,120,2025-07-27 12:49:50,"Jayanagar, Bangalore","Yelahanka, Bangalore",17.12,Cancelled,2025-07-28 00:57:50,2025-07-28 01:32:04.400
580,525,179,2025-03-13 07:12:49,"Dadar, Mumbai","Powai, Mumbai",22.48,Completed,2025-03-14 05:16:49,2025-03-14 06:01:46.600
581,528,269,2025-10-09 20:49:20,"Hebbal, Bangalore","Whitefield, Bangalore",4.76,Completed,2025-10-10 10:26:20,2025-10-10 10:36:20.000
582,506,243,2025-07-21 14:08:20,"Hadapsar, Pune","Kalyani Nagar, Pune",6.36,Completed,2025-07-21 17:16:20,2025-07-21 17:29:03.200
583,207,119,2025-03-20 04:30:31,"Shivajinagar, Pune","Hadapsar, Pune",8.74,Cancelled,2025-03-21 01:58:31,2025-03-21 02:15:59.800
584,178,365,2025-06-15 11:35:25,"Jayanagar, Bangalore","MG Road, Bangalore",15.52,Cancelled,2025-06-15 14:11:25,2025-06-15 14:42:27.400
585,382,396,2025-12-21 15:59:15,"Jayanagar, Bangalore","MG Road, Bangalore",10.31,Cancelled,2025-12-22 05:25:15,2025-12-22 05:45:52.200
586,543,79,2025-09-27 18:25:29,"Whitefield, Bangalore","Yelahanka, Bangalore",16.03,Completed,2025-09-27 21:28:29,2025-09-27 22:00:32.600
587,418,168,2026-02-22 13:16:31,"Whitefield, Bangalore","Koramangala, Bangalore",5.44,Cancelled,2026-02-23 08:37:31,2026-02-23 08:48:23.800
588,547,331,2025-10-23 08:57:29,"Lajpat Nagar, Delhi","Rajouri Garden, Delhi",13.82,Completed,2025-10-23 14:53:29,2025-10-23 15:21:07.400
589,451,376,2025-11-22 04:13:02,"Rajouri Garden, Delhi","Saket, Delhi",10.3,Cancelled,2025-11-22 07:13:02,2025-11-22 07:33:38.000
590,391,300,2025-05-13 18:21:35,"Andheri, Mumbai","Juhu, Mumbai",3.87,Cancelled,2025-05-14 16:34:35,2025-05-14 16:44:35.000
591,519,359,2025-12-30 20:45:03,"Bandra, Mumbai","Powai, Mumbai",8.9,Completed,2025-12-31 09:51:03,2025-12-31 10:08:51.000
592,136,46,2025-05-24 01:05:53,"Secunderabad, Hyderabad","Hitech City, Hyderabad",6.0,Completed,2025-05-25 00:53:53,2025-05-25 01:05:53.000
593,584,308,2025-04-27 13:54:29,"Vasant Kunj, Delhi","Karol Bagh, Delhi",10.87,Completed,2025-04-27 17:47:29,2025-04-27 18:09:13.400
594,585,373,2025-10-04 02:44:31,"Madhapur, Hyderabad","Hitech City, Hyderabad",18.61,Completed,2025-10-04 20:51:31,2025-10-04 21:28:44.200
595,569,209,2025-12-23 09:24:28,"Kukatpally, Hyderabad","Banjara Hills, Hyderabad",3.45,Completed,2025-12-24 09:09:28,2025-12-24 09:19:28.000
596,159,135,2025-10-01 12:14:41,"Dwarka, Delhi","Rajouri Garden, Delhi",3.89,Completed,2025-10-01 13:02:41,2025-10-01 13:12:41.000
597,257,316,2025-04-11 12:50:44,"Connaught Place, Delhi","Dwarka, Delhi",13.91,Cancelled,2025-04-11 22:25:44,2025-04-11 22:53:33.200
598,415,77,2025-06-05 10:50:16,"Hadapsar, Pune","Hinjewadi, Pune",23.65,Completed,2025-06-06 09:54:16,2025-06-06 10:41:34.000
599,247,307,2025-05-10 23:37:14,"Colaba, Mumbai","Ghatkopar, Mumbai",22.88,Cancelled,2025-05-11 01:08:14,2025-05-11 01:53:59.600
600,474,150,2025-06-24 03:18:58,"Whitefield, Bangalore","MG Road, Bangalore",20.45,Completed,2025-06-24 21:14:58,2025-06-24 21:55:52.000
601,495,267,2025-07-13 02:13:45,"Juhu, Mumbai","Powai, Mumbai",1.15,Completed,2025-07-13 06:17:45,2025-07-13 06:27:45.000
602,462,378,2025-12-18 08:39:17,"Kukatpally, Hyderabad","Ameerpet, Hyderabad",10.78,Cancelled,2025-12-18 10:41:17,2025-12-18 11:02:50.600
603,259,341,2026-01-21 22:15:06,"Saket, Delhi","Rajouri Garden, Delhi",1.02,Cancelled,2026-01-22 16:47:06,2026-01-22 16:57:06.000
604,93,357,2025-07-11 00:10:21,"Connaught Place, Delhi","Rajouri Garden, Delhi",14.97,Completed,2025-07-11 06:08:21,2025-07-11 06:38:17.400
605,230,90,2026-01-29 15:02:33,"Dwarka, Delhi","Rajouri Garden, Delhi",17.77,Cancelled,2026-01-29 15:19:33,2026-01-29 15:55:05.400
606,378,367,2025-12-07 10:46:02,"Viman Nagar, Pune","Shivajinagar, Pune",7.16,Cancelled,2025-12-08 04:21:02,2025-12-08 04:35:21.200
607,422,97,2026-02-14 03:40:40,"Whitefield, Bangalore","Koramangala, Bangalore",9.66,Completed,2026-02-14 06:47:40,2026-02-14 07:06:59.200
608,294,64,2026-02-15 03:18:48,"Secunderabad, Hyderabad","Ameerpet, Hyderabad",2.15,Completed,2026-02-16 00:48:48,2026-02-16 00:58:48.000
609,46,271,2025-09-01 13:01:19,"Connaught Place, Delhi","Karol Bagh, Delhi",9.51,Completed,2025-09-02 03:17:19,2025-09-02 03:36:20.200
610,596,386,2025-03-07 11:11:24,"Powai, Mumbai","Colaba, Mumbai",6.39,Completed,2025-03-07 17:04:24,2025-03-07 17:17:10.800
611,390,105,2025-03-06 06:38:14,"Koramangala, Bangalore","Hebbal, Bangalore",1.07,Completed,2025-03-06 23:24:14,2025-03-06 23:34:14.000
612,18,95,2025-03-09 08:47:32,"Lajpat Nagar, Delhi","Karol Bagh, Delhi",10.2,Completed,2025-03-10 04:27:32,2025-03-10 04:47:56.000
613,532,297,2025-11-10 10:10:07,"Hadapsar, Pune","Kalyani Nagar, Pune",8.91,Completed,2025-11-10 12:06:07,2025-11-10 12:23:56.200
614,467,28,2026-01-29 21:44:40,"Karol Bagh, Delhi","Rajouri Garden, Delhi",24.26,Completed,2026-01-30 09:40:40,2026-01-30 10:29:11.200
615,19,122,2025-09-16 02:48:41,"Banjara Hills, Hyderabad","Hitech City, Hyderabad",3.96,Completed,2025-09-16 07:15:41,2025-09-16 07:25:41.000
616,405,134,2026-01-25 22:36:03,"Connaught Place, Delhi","Lajpat Nagar, Delhi",12.56,Cancelled,2026-01-26 11:20:03,2026-01-26 11:45:10.200
617,207,8,2025-05-19 20:10:59,"Aundh, Pune","Koregaon Park, Pune",9.37,Completed,2025-05-20 02:23:59,2025-05-20 02:42:43.400
618,321,340,2025-06-27 09:14:29,"Saket, Delhi","Connaught Place, Delhi",14.91,Cancelled,2025-06-28 03:48:29,2025-06-28 04:18:18.200
619,253,397,2025-08-20 20:43:56,"Rajouri Garden, Delhi","Lajpat Nagar, Delhi",8.35,Cancelled,2025-08-21 03:24:56,2025-08-21 03:41:38.000
620,247,348,2026-02-25 20:20:28,"Juhu, Mumbai","Dadar, Mumbai",10.85,Cancelled,2026-02-26 08:37:28,2026-02-26 08:59:10.000
621,174,105,2025-11-25 05:55:05,"Banjara Hills, Hyderabad","Secunderabad, Hyderabad",3.18,Completed,2025-11-26 04:51:05,2025-11-26 05:01:05.000
622,510,162,2025-12-02 00:56:45,"Colaba, Mumbai","Bandra, Mumbai",16.72,Completed,2025-12-02 09:56:45,2025-12-02 10:30:11.400
623,3,385,2025-12-08 22:34:24,"Gachibowli, Hyderabad","Secunderabad, Hyderabad",14.85,Completed,2025-12-09 02:35:24,2025-12-09 03:05:06.000
624,483,92,2025-08-07 03:31:44,"Dwarka, Delhi","Karol Bagh, Delhi",9.61,Completed,2025-08-07 05:01:44,2025-08-07 05:20:57.200
625,175,196,2025-09-01 18:06:25,"Hinjewadi, Pune","Aundh, Pune",23.35,Completed,2025-09-02 01:31:25,2025-09-02 02:18:07.000
626,385,89,2025-04-08 02:34:36,"Dwarka, Delhi","Connaught Place, Delhi",8.26,Completed,2025-04-08 04:43:36,2025-04-08 05:00:07.200
627,72,59,2025-06-23 11:36:10,"Ameerpet, Hyderabad","Madhapur, Hyderabad",9.19,Completed,2025-06-23 18:36:10,2025-06-23 18:54:32.800
628,427,217,2025-03-31 09:09:17,"Rajouri Garden, Delhi","Vasant Kunj, Delhi",4.08,Cancelled,2025-04-01 05:42:17,2025-04-01 05:52:17.000
629,26,386,2025-05-19 02:10:42,"Powai, Mumbai","Ghatkopar, Mumbai",12.2,Completed,2025-05-19 19:09:42,2025-05-19 19:34:06.000
630,422,236,2025-10-01 08:33:21,"Jayanagar, Bangalore","Indiranagar, Bangalore",15.23,Completed,2025-10-01 18:28:21,2025-10-01 18:58:48.600
631,425,385,2025-12-28 06:13:32,"Aundh, Pune","Kalyani Nagar, Pune",16.42,Cancelled,2025-12-29 03:12:32,2025-12-29 03:45:22.400
632,240,113,2025-09-15 23:25:00,"Colaba, Mumbai","Powai, Mumbai",23.96,Completed,2025-09-16 07:05:00,2025-09-16 07:52:55.200
633,553,63,2025-07-20 11:26:23,"Aundh, Pune","Hadapsar, Pune",17.96,Cancelled,2025-07-20 19:26:23,2025-07-20 20:02:18.200
634,41,34,2025-12-06 20:48:59,"Ghatkopar, Mumbai","Bandra, Mumbai",4.8,Cancelled,2025-12-07 09:31:59,2025-12-07 09:41:59.000
635,83,340,2025-07-11 10:55:48,"Karol Bagh, Delhi","Connaught Place, Delhi",11.04,Completed,2025-07-12 02:27:48,2025-07-12 02:49:52.800
636,453,350,2025-09-06 20:17:12,"Aundh, Pune","Kalyani Nagar, Pune",9.4,Cancelled,2025-09-07 05:25:12,2025-09-07 05:44:00.000
637,545,178,2026-02-16 09:50:49,"Colaba, Mumbai","Powai, Mumbai",14.3,Cancelled,2026-02-16 11:55:49,2026-02-16 12:24:25.000
638,411,304,2025-10-18 09:19:53,"Powai, Mumbai","Bandra, Mumbai",24.05,Cancelled,2025-10-19 02:53:53,2025-10-19 03:41:59.000
639,26,347,2026-02-28 13:12:07,"Powai, Mumbai","Colaba, Mumbai",16.71,Completed,2026-02-28 19:09:07,2026-02-28 19:42:32.200
640,546,205,2025-10-14 08:08:06,"Connaught Place, Delhi","Lajpat Nagar, Delhi",12.81,Completed,2025-10-14 12:44:06,2025-10-14 13:09:43.200
641,405,249,2025-12-15 19:57:46,"Ameerpet, Hyderabad","Banjara Hills, Hyderabad",12.26,Completed,2025-12-16 06:47:46,2025-12-16 07:12:17.200
642,11,82,2025-12-22 14:17:22,"Banjara Hills, Hyderabad","Ameerpet, Hyderabad",13.81,Cancelled,2025-12-22 14:22:22,2025-12-22 14:49:59.200
643,592,47,2025-06-12 19:34:59,"Hebbal, Bangalore","Indiranagar, Bangalore",23.25,Completed,2025-06-13 12:00:59,2025-06-13 12:47:29.000
644,210,261,2025-03-12 10:55:25,"Rajouri Garden, Delhi","Dwarka, Delhi",6.47,Completed,2025-03-12 16:43:25,2025-03-12 16:56:21.400
645,528,354,2026-01-18 19:02:34,"Andheri, Mumbai","Colaba, Mumbai",23.77,Completed,2026-01-19 07:46:34,2026-01-19 08:34:06.400
646,550,253,2025-10-01 13:19:34,"Colaba, Mumbai","Dadar, Mumbai",3.32,Completed,2025-10-02 06:54:34,2025-10-02 07:04:34.000
647,92,254,2025-03-14 21:46:24,"Hinjewadi, Pune","Shivajinagar, Pune",13.19,Cancelled,2025-03-15 06:26:24,2025-03-15 06:52:46.800
648,544,163,2026-02-19 22:05:17,"Bandra, Mumbai","Colaba, Mumbai",15.06,Completed,2026-02-20 12:34:17,2026-02-20 13:04:24.200
649,231,259,2025-12-20 02:38:53,"Kalyani Nagar, Pune","Hinjewadi, Pune",14.55,Completed,2025-12-20 21:35:53,2025-12-20 22:04:59.000
650,75,212,2025-08-29 13:05:18,"Koramangala, Bangalore","MG Road, Bangalore",16.58,Completed,2025-08-30 06:27:18,2025-08-30 07:00:27.600
651,312,316,2025-10-04 17:53:03,"Koregaon Park, Pune","Hinjewadi, Pune",5.17,Completed,2025-10-05 08:24:03,2025-10-05 08:34:23.400
652,202,278,2026-02-17 14:39:55,"Connaught Place, Delhi","Karol Bagh, Delhi",21.96,Cancelled,2026-02-18 11:23:55,2026-02-18 12:07:50.200
653,456,118,2026-02-11 18:28:30,"Kalyani Nagar, Pune","Shivajinagar, Pune",11.26,Completed,2026-02-12 00:24:30,2026-02-12 00:47:01.200
654,231,289,2025-12-31 00:57:22,"Kalyani Nagar, Pune","Aundh, Pune",21.84,Completed,2025-12-31 14:05:22,2025-12-31 14:49:02.800
655,294,26,2025-08-18 19:33:26,"Hinjewadi, Pune","Viman Nagar, Pune",9.73,Completed,2025-08-18 19:34:26,2025-08-18 19:53:53.600
656,212,352,2026-01-27 10:01:21,"Gachibowli, Hyderabad","Banjara Hills, Hyderabad",19.94,Completed,2026-01-28 01:08:21,2026-01-28 01:48:13.800
657,27,315,2025-11-01 15:44:10,"Karol Bagh, Delhi","Rajouri Garden, Delhi",21.12,Completed,2025-11-01 23:47:10,2025-11-02 00:29:24.400
658,220,31,2025-08-21 22:14:35,"Bandra, Mumbai","Powai, Mumbai",12.76,Completed,2025-08-22 17:00:35,2025-08-22 17:26:06.200
659,13,164,2025-06-29 12:05:03,"Karol Bagh, Delhi","Connaught Place, Delhi",20.89,Cancelled,2025-06-29 17:00:03,2025-06-29 17:41:49.800
660,466,310,2025-04-28 11:19:05,"Shivajinagar, Pune","Viman Nagar, Pune",22.58,Completed,2025-04-28 19:09:05,2025-04-28 19:54:14.600
661,119,141,2025-05-08 09:13:52,"Dadar, Mumbai","Powai, Mumbai",6.74,Completed,2025-05-08 22:07:52,2025-05-08 22:21:20.800
662,555,305,2026-01-23 13:56:06,"Dwarka, Delhi","Karol Bagh, Delhi",16.02,Cancelled,2026-01-23 14:58:06,2026-01-23 15:30:08.400
663,248,284,2025-11-15 06:19:57,"Connaught Place, Delhi","Rajouri Garden, Delhi",19.03,Completed,2025-11-15 21:15:57,2025-11-15 21:54:00.600
664,340,257,2025-04-07 00:30:37,"Aundh, Pune","Kalyani Nagar, Pune",15.53,Completed,2025-04-07 01:30:37,2025-04-07 02:01:40.600
665,388,318,2025-10-09 13:35:38,"Shivajinagar, Pune","Aundh, Pune",21.29,Completed,2025-10-09 15:12:38,2025-10-09 15:55:12.800
666,271,377,2026-01-06 06:59:04,"Karol Bagh, Delhi","Rajouri Garden, Delhi",23.41,Completed,2026-01-07 02:38:04,2026-01-07 03:24:53.200
667,95,303,2025-08-19 04:17:15,"Dadar, Mumbai","Juhu, Mumbai",16.99,Completed,2025-08-19 15:37:15,2025-08-19 16:11:13.800
668,562,224,2025-11-22 20:40:52,"Bandra, Mumbai","Powai, Mumbai",22.35,Cancelled,2025-11-23 01:10:52,2025-11-23 01:55:34.000
669,63,381,2025-09-20 04:25:42,"Hadapsar, Pune","Kalyani Nagar, Pune",1.06,Completed,2025-09-20 11:59:42,2025-09-20 12:09:42.000
670,495,330,2025-12-11 06:51:04,"Madhapur, Hyderabad","Hitech City, Hyderabad",21.72,Completed,2025-12-11 11:42:04,2025-12-11 12:25:30.400
671,590,27,2025-11-14 04:26:45,"Hinjewadi, Pune","Kalyani Nagar, Pune",2.36,Cancelled,2025-11-15 03:24:45,2025-11-15 03:34:45.000
672,516,58,2025-10-18 09:26:21,"Hinjewadi, Pune","Viman Nagar, Pune",6.6,Completed,2025-10-19 06:37:21,2025-10-19 06:50:33.000
673,190,255,2025-04-29 11:45:40,"Koregaon Park, Pune","Kalyani Nagar, Pune",5.77,Completed,2025-04-29 12:26:40,2025-04-29 12:38:12.400
674,423,77,2025-07-06 18:05:42,"Whitefield, Bangalore","Yelahanka, Bangalore",7.8,Cancelled,2025-07-07 15:49:42,2025-07-07 16:05:18.000
675,321,78,2025-09-10 21:31:21,"Dadar, Mumbai","Bandra, Mumbai",1.38,Completed,2025-09-11 18:58:21,2025-09-11 19:08:21.000
676,299,148,2025-12-31 01:34:57,"Jayanagar, Bangalore","Hebbal, Bangalore",6.23,Completed,2025-12-31 19:02:57,2025-12-31 19:15:24.600
677,269,13,2025-11-26 14:18:18,"Juhu, Mumbai","Ghatkopar, Mumbai",7.53,Completed,2025-11-27 06:06:18,2025-11-27 06:21:21.600
678,594,147,2025-07-19 09:14:44,"Saket, Delhi","Connaught Place, Delhi",16.85,Completed,2025-07-20 05:02:44,2025-07-20 05:36:26.000
679,436,162,2026-01-26 22:22:08,"Bandra, Mumbai","Powai, Mumbai",8.72,Completed,2026-01-27 05:50:08,2026-01-27 06:07:34.400
680,244,63,2025-07-10 08:14:15,"Viman Nagar, Pune","Hinjewadi, Pune",18.88,Completed,2025-07-10 15:35:15,2025-07-10 16:13:00.600
681,421,46,2025-11-30 23:04:53,"Banjara Hills, Hyderabad","Secunderabad, Hyderabad",22.57,Completed,2025-12-01 21:33:53,2025-12-01 22:19:01.400
682,268,107,2025-08-31 12:16:31,"MG Road, Bangalore","Jayanagar, Bangalore",17.81,Completed,2025-09-01 07:23:31,2025-09-01 07:59:08.200
683,479,169,2025-10-14 09:36:04,"Colaba, Mumbai","Juhu, Mumbai",8.56,Completed,2025-10-14 20:50:04,2025-10-14 21:07:11.200
684,34,325,2025-05-10 06:46:18,"Banjara Hills, Hyderabad","Ameerpet, Hyderabad",19.11,Completed,2025-05-11 00:57:18,2025-05-11 01:35:31.200
685,328,63,2025-07-24 23:37:43,"Hebbal, Bangalore","Indiranagar, Bangalore",14.41,Completed,2025-07-25 11:50:43,2025-07-25 12:19:32.200
